@relation bach_choral_harmony
@attribute eventNumber numeric
@attribute pitch3 {' NO','YES'}
@attribute pitch4 {' NO','YES'}
@attribute pitch5 {' NO','YES'}
@attribute pitch6 {' NO','YES'}
@attribute pitch7 {' NO','YES'}
@attribute pitch8 {' NO','YES'}
@attribute pitch9 {' NO','YES'}
@attribute pitch10 {' NO','YES'}
@attribute pitch11 {' NO','YES'}
@attribute pitch12 {' NO','YES'}
@attribute pitch13 {' NO','YES'}
@attribute pitch14 {' NO','YES'}
@attribute bass {'A','A#','Ab','B','Bb','C','C#','D','D#','Db','E','Eb','F','F#','G','G#'}
@attribute meter numeric
@attribute class {' A#d',' A#d7',' A_d',' A_m',' A_M',' A_m4',' A_M4',' A_m6',' A_M6',' A_m7',' A_M7',' Abd',' Abm',' AbM',' B_d',' B_d7',' B_m',' B_M',' B_M4',' B_m6',' B_m7',' B_M7',' Bbd',' Bbm',' BbM',' Bbm6',' BbM7',' C#d',' C#d6',' C#d7',' C#m',' C#M',' C#M4',' C#m7',' C#M7',' C_d6',' C_d7',' C_m',' C_M',' C_M4',' C_m6',' C_M6',' C_m7',' C_M7',' D#d',' D#d6',' D#d7',' D#m',' D#M',' D_d7',' D_m',' D_M',' D_M4',' D_m6',' D_M6',' D_m7',' D_M7',' Dbd',' Dbd7',' Dbm',' DbM',' Dbm7',' DbM7',' E_d',' E_m',' E_M',' E_M4',' E_m6',' E_m7',' E_M7',' Ebd',' EbM',' EbM7',' F#d',' F#d7',' F#m',' F#M',' F#M4',' F#m6',' F#m7',' F#M7',' F_d',' F_d7',' F_m',' F_M',' F_M4',' F_m6',' F_M6',' F_m7',' F_M7',' G#d',' G#d7',' G#m',' G#M',' G_d',' G_m',' G_M',' G_M4',' G_m6',' G_M6',' G_m7',' G_M7'}
@data
50,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',5,' D_m'
51,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','C',2,' D_m'
52,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',3,' G_m'
53,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
54,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',3,' D_m'
55,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',2,' D_m'
56,' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Eb',5,' EbM'
57,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','Eb',2,' EbM'
58,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','D',3,' BbM'
59,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','E',2,' BbM'
60,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',4,' F_M'
61,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','Eb',2,' F_M7'
62,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','D',3,' D_M7'
63,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','C',2,' D_M7'
64,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',5,' G_m'
65,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',2,' C_m'
66,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
67,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',4,' G_m'
68,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',3,' G_m'
69,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' D_M'
70,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',3,' G_m'
71,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','F',2,' G_m'
72,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','Eb',4,' C_m'
73,'YES',' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','D',2,' C_m'
74,'YES',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','C',3,' G_M7'
75,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES','B',2,' G_M7'
76,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',5,' C_m'
77,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',3,' G_m'
78,' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','A',4,' A_M'
79,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',2,' D_m'
80,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M4'
81,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',2,' A_M'
82,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',5,' D_M'
1,' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
2,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES','A',2,' A_M'
3,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_M'
4,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','B',2,' A_M'
5,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C#',3,' A_M'
6,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
7,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO','E',2,' D_M'
8,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' F#m'
9,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO','E',2,' F#m'
10,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D#',5,' B_M'
11,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','D#',2,' B_M'
12,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO','E',3,' E_M'
13,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO','E',2,' E_M'
14,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_M'
15,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_M'
16,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','A',2,' B_M'
17,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',5,' E_M'
18,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO','YES','A',2,' E_M'
19,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','YES',' NO',' NO','G#',3,' D#d'
20,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' D#d'
21,' NO',' NO',' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO','YES','E',4,' B_M'
22,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','F#',2,' B_M'
23,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M'
24,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' E_M'
25,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','B',5,' E_M'
26,' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','B',2,' E_M'
27,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_M'
28,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','B',2,' B_M'
29,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',4,' E_M'
30,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' E_M'
31,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_M'
32,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','YES',' NO',' NO','G#',2,' A_M'
33,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','F#',3,' C#M'
34,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','F',2,' C#M'
35,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',4,' F#m'
36,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',2,' F#m7'
37,' NO','YES','YES',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO','D',3,' A#d'
38,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO','C#',2,' A#d'
39,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
40,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','B',2,' B_m'
41,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C#',3,' A_M'
42,' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',2,' A_M'
43,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',4,' E_M'
44,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' F#m'
45,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',5,' E_M'
46,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',2,' E_M'
47,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
48,' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' A_M'
49,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',4,' E_M'
50,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',2,' E_M'
51,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' F#m'
52,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','E',2,' F#m'
53,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','D#',5,' B_M'
54,' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D#',2,' B_M'
55,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO','E',3,' E_M7'
56,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
1,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',3,' E_m'
2,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',2,' E_m'
3,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',5,' F#M'
4,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','E',2,' F#M'
5,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D',3,' B_m'
6,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','C#',2,' F#M'
7,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_m'
8,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','A#',3,' F#M7'
9,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
10,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',3,' F#M'
11,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',2,' F#M'
12,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_M'
13,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D#',3,' B_M'
14,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',5,' E_m'
15,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',2,' E_m'
16,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','F#',3,' D_M'
17,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' D_M'
18,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
19,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','F#',2,' B_M7'
20,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','E',3,' E_m'
21,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',2,' E_m'
22,'YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','A',5,' A_m6'
23,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','YES','B',2,' A_m6'
24,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO',' NO','C',1,' A_m6'
25,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_M'
26,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','B',2,' B_M'
27,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',4,' E_m'
28,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',3,' E_m'
29,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',2,' E_m'
30,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',5,' F#M'
31,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','E',2,' F#M'
32,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D',3,' B_m'
33,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','C#',2,' F#M'
34,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_m'
35,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','A#',3,' F#M7'
36,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
37,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',3,' F#M'
38,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',2,' F#M'
39,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_M'
40,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D#',3,' B_M'
41,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',5,' E_m'
42,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',2,' E_m'
43,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','F#',3,' D_M'
44,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' D_M'
45,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
46,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','F#',2,' B_M7'
47,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','E',3,' E_m'
48,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',2,' E_m'
49,'YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','A',5,' A_m6'
50,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','YES','B',2,' A_m6'
51,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO',' NO','C',1,' A_m6'
52,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_M'
53,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','B',2,' B_M'
54,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',4,' E_m'
55,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',5,' E_m'
56,' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','YES','E',2,' E_m'
57,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',3,' E_m'
58,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','D',2,' E_m'
59,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C',4,' A_m'
60,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','B',2,' A_m'
61,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_m'
62,'YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' B_M7'
63,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',5,' E_m'
64,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
65,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
66,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
67,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','F#',2,' G_M'
68,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',5,' E_m'
69,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D#d'
70,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',4,' E_M'
71,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',2,' E_M'
72,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','A#',3,' F#M'
73,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','A#',2,' F#M'
74,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
75,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',3,' F#M'
76,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',2,' F#M'
77,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_m'
78,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',3,' C#d'
79,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',5,' D_M'
80,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
81,' NO','YES','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','G',2,' G_M'
82,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',4,' G_M'
83,'YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',2,' G_M'
84,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
85,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',2,' D_M'
86,' NO',' NO',' NO',' NO','YES',' NO','YES','YES',' NO',' NO',' NO','YES','E',5,' E_m'
87,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',2,' E_m'
88,' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','YES','B',3,' B_M7'
89,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','B',2,' B_M7'
90,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M'
91,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',5,' G_M'
92,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' G_M'
93,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D#',3,' B_M7'
94,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','D#',2,' B_M7'
95,' NO',' NO',' NO',' NO','YES',' NO','YES','YES',' NO',' NO',' NO','YES','E',4,' E_m'
96,' NO',' NO',' NO','YES','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',2,' E_m'
97,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',3,' C_M'
98,'YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','A',5,' A_m6'
99,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_M'
100,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','B',2,' B_M7'
101,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',4,' E_M'
1,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',3,' G_m'
2,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',5,' C_m'
3,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',2,' C_m'
4,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_m'
5,'YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' A_m'
6,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',4,' G_m'
7,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','F',2,' G_m'
8,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','Eb',3,' C_m'
9,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',5,' D_M'
10,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','C',3,' D_M7'
11,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',5,' G_m'
12,'YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','A',3,' A_m7'
13,'YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' A_m7'
14,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',4,' G_m'
15,'YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','C',3,' A_d'
16,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',5,' D_M'
17,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
18,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',5,' G_m'
19,'YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
20,'YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','Eb',2,' F_M'
21,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','D',4,' BbM'
22,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','C',2,' BbM'
23,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',3,' BbM'
24,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Eb',5,' C_m7'
25,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
26,'YES',' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','F',2,' F_M'
27,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',4,' D_M'
28,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
29,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',5,' G_m'
30,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',3,' F_M'
31,'YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',2,' F_M'
32,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',4,' BbM'
33,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',2,' BbM'
34,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',3,' G_m'
35,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','F',2,' G_m'
36,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Eb',5,' C_m'
37,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
38,'YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',2,' F_M'
